type	fixed_acidity	volatile_acidity	citric_acid	residual_sugar	chlorides	free_sulfur_dioxide	total_sulfur_dioxide	density	pH	sulphates	alcohol	quality	rnum
white	6.1000000000	0.3200000000	0.3300000000	10.7000000000	0.0360000000	27.0000000000	98.0000000000	0.9952100000	3.3400000000	0.5200000000	10.2000000000	6	7
white	6.0000000000	0.2500000000	0.2800000000	7.7000000000	0.0530000000	37.0000000000	132.0000000000	0.9948900000	3.0600000000	0.5000000000	9.4000000000	6	8
white	6.4000000000	0.4200000000	0.4600000000	8.4000000000	0.0500000000	58.0000000000	180.0000000000	0.9949500000	3.1800000000	0.4600000000	9.7000000000	6	9
white	6.1000000000	0.3200000000	0.3300000000	10.7000000000	0.0360000000	27.0000000000	98.0000000000	0.9952100000	3.3400000000	0.5200000000	10.2000000000	6	10
white	6.9000000000	0.3100000000	0.3300000000	12.7000000000	0.0380000000	33.0000000000	116.0000000000	0.9954000000	3.0400000000	0.6500000000	10.4000000000	6	11
white	6.3000000000	0.4800000000	0.4800000000	1.8000000000	0.0350000000	35.0000000000	96.0000000000	0.9912100000	3.4900000000	0.7400000000	12.2000000000	6	12
white	6.0000000000	0.2500000000	0.2800000000	7.7000000000	0.0530000000	37.0000000000	132.0000000000	0.9948900000	3.0600000000	0.5000000000	9.4000000000	6	13
white	7.2000000000	0.2100000000	0.3100000000	10.5000000000	0.0350000000	36.0000000000	122.0000000000	0.9947800000	3.1200000000	0.4000000000	10.6000000000	6	14
white	6.1000000000	0.2700000000	0.3100000000	3.9000000000	0.0340000000	42.0000000000	137.0000000000	0.9921800000	3.2400000000	0.4600000000	10.9000000000	6	15
white	6.0000000000	0.2700000000	0.3200000000	3.6000000000	0.0350000000	36.0000000000	133.0000000000	0.9921500000	3.2300000000	0.4600000000	10.8000000000	6	16
white	6.2000000000	0.3500000000	0.2500000000	18.4000000000	0.0510000000	28.0000000000	182.0000000000	0.9994600000	3.1300000000	0.6200000000	9.3000000000	6	17
white	6.3000000000	0.2300000000	0.5000000000	10.4000000000	0.0430000000	61.0000000000	132.0000000000	0.9954200000	2.8600000000	0.4600000000	9.1000000000	6	18
white	5.6000000000	0.2600000000	0.5000000000	11.4000000000	0.0290000000	25.0000000000	93.0000000000	0.9942800000	3.2300000000	0.4900000000	10.5000000000	6	19
white	6.7000000000	0.1500000000	0.3200000000	7.9000000000	0.0340000000	17.0000000000	81.0000000000	0.9951200000	3.2900000000	0.3100000000	10.0000000000	6	20
white	5.5000000000	0.3150000000	0.3800000000	2.6000000000	0.0330000000	10.0000000000	69.0000000000	0.9909000000	3.1200000000	0.5900000000	10.8000000000	6	21
white	4.8000000000	0.2250000000	0.3800000000	1.2000000000	0.0740000000	47.0000000000	130.0000000000	0.9913200000	3.3100000000	0.4000000000	10.3000000000	6	22
white	5.2000000000	0.2400000000	0.1500000000	7.1000000000	0.0430000000	32.0000000000	134.0000000000	0.9937800000	3.2400000000	0.4800000000	9.9000000000	6	23
white	6.7000000000	0.1500000000	0.3200000000	7.9000000000	0.0340000000	17.0000000000	81.0000000000	0.9951200000	3.2900000000	0.3100000000	10.0000000000	6	24
white	6.3000000000	0.3600000000	0.5000000000	8.3000000000	0.0530000000	51.0000000000	202.0000000000	0.9955000000	3.2000000000	0.5100000000	9.6000000000	6	25
white	5.7000000000	0.2700000000	0.1600000000	9.0000000000	0.0530000000	32.0000000000	111.0000000000	0.9947400000	3.3600000000	0.3700000000	10.4000000000	6	26
white	5.5000000000	0.3000000000	0.2500000000	1.9000000000	0.0290000000	33.0000000000	118.0000000000	0.9897200000	3.3600000000	0.6600000000	12.5000000000	6	27
white	5.5000000000	0.1600000000	0.3100000000	1.2000000000	0.0260000000	31.0000000000	68.0000000000	0.9898000000	3.3300000000	0.4400000000	11.6500000000	6	28
white	7.3000000000	0.3600000000	0.6200000000	7.1000000000	0.0330000000	48.0000000000	185.0000000000	0.9947200000	3.1400000000	0.6200000000	10.6000000000	6	29
white	7.9000000000	0.2200000000	0.3800000000	8.0000000000	0.0430000000	46.0000000000	152.0000000000	0.9934000000	3.1200000000	0.3200000000	11.5000000000	7	1
white	6.3000000000	0.3400000000	0.3300000000	4.6000000000	0.0340000000	19.0000000000	80.0000000000	0.9917000000	3.3800000000	0.5800000000	12.0000000000	7	2
white	6.1000000000	0.3200000000	0.2400000000	1.5000000000	0.0360000000	38.0000000000	124.0000000000	0.9898000000	3.2900000000	0.4200000000	12.4000000000	7	3
white	6.8000000000	0.1900000000	0.3600000000	1.9000000000	0.0350000000	30.0000000000	96.0000000000	0.9917000000	3.1500000000	0.5400000000	10.8000000000	7	4
white	6.5000000000	0.2400000000	0.3200000000	7.6000000000	0.0380000000	48.0000000000	203.0000000000	0.9958000000	3.4500000000	0.5400000000	9.7000000000	7	5
white	6.5000000000	0.2400000000	0.3200000000	7.6000000000	0.0380000000	48.0000000000	203.0000000000	0.9958000000	3.4500000000	0.5400000000	9.7000000000	7	6
white	6.1000000000	0.3000000000	0.5600000000	2.8000000000	0.0440000000	47.0000000000	179.0000000000	0.9924000000	3.3000000000	0.5700000000	10.9000000000	7	7
white	8.6000000000	0.2650000000	0.3600000000	1.2000000000	0.0340000000	15.0000000000	80.0000000000	0.9913000000	2.9500000000	0.3600000000	11.4000000000	7	8
white	7.1000000000	0.1800000000	0.3600000000	1.4000000000	0.0430000000	31.0000000000	87.0000000000	0.9898000000	3.2600000000	0.3700000000	12.7000000000	7	9
white	7.0000000000	0.3200000000	0.3400000000	1.3000000000	0.0420000000	20.0000000000	69.0000000000	0.9912000000	3.3100000000	0.6500000000	12.0000000000	7	10
white	6.9000000000	0.2400000000	0.3300000000	1.7000000000	0.0350000000	47.0000000000	136.0000000000	0.9900000000	3.2600000000	0.4000000000	12.6000000000	7	11
white	6.9000000000	0.2100000000	0.3300000000	1.8000000000	0.0340000000	48.0000000000	136.0000000000	0.9899000000	3.2500000000	0.4100000000	12.6000000000	7	12
white	7.5000000000	0.1700000000	0.3200000000	1.7000000000	0.0400000000	51.0000000000	148.0000000000	0.9916000000	3.2100000000	0.4400000000	11.5000000000	7	13
white	6.6000000000	0.2500000000	0.2900000000	1.1000000000	0.0680000000	39.0000000000	124.0000000000	0.9914000000	3.3400000000	0.5800000000	11.0000000000	7	14
white	6.2000000000	0.1600000000	0.3300000000	1.1000000000	0.0570000000	21.0000000000	82.0000000000	0.9910000000	3.3200000000	0.4600000000	10.9000000000	7	15
white	6.4000000000	0.2600000000	0.2400000000	6.4000000000	0.0400000000	27.0000000000	124.0000000000	0.9903000000	3.2200000000	0.4900000000	12.6000000000	7	16
white	6.6000000000	0.1700000000	0.3800000000	1.5000000000	0.0320000000	28.0000000000	112.0000000000	0.9914000000	3.2500000000	0.5500000000	11.4000000000	7	17
white	6.6000000000	0.1600000000	0.4000000000	1.5000000000	0.0440000000	48.0000000000	143.0000000000	0.9912000000	3.5400000000	0.5200000000	12.4000000000	7	18
white	7.2000000000	0.3200000000	0.3600000000	2.0000000000	0.0330000000	37.0000000000	114.0000000000	0.9906000000	3.1000000000	0.7100000000	12.3000000000	7	19
white	6.4000000000	0.3100000000	0.3800000000	2.9000000000	0.0380000000	19.0000000000	102.0000000000	0.9912000000	3.1700000000	0.3500000000	11.0000000000	7	20
white	7.4000000000	0.1800000000	0.3100000000	1.4000000000	0.0580000000	38.0000000000	167.0000000000	0.9931000000	3.1600000000	0.5300000000	10.0000000000	7	21
white	7.0000000000	0.2600000000	0.5900000000	1.4000000000	0.0370000000	40.0000000000	120.0000000000	0.9918000000	3.3400000000	0.4100000000	11.1000000000	7	22
white	6.2000000000	0.2500000000	0.2500000000	1.4000000000	0.0300000000	35.0000000000	105.0000000000	0.9912000000	3.3000000000	0.4400000000	11.1000000000	7	23
white	6.2000000000	0.2500000000	0.2500000000	1.4000000000	0.0300000000	35.0000000000	105.0000000000	0.9912000000	3.3000000000	0.4400000000	11.1000000000	7	24
white	6.8000000000	0.1800000000	0.3800000000	1.4000000000	0.0380000000	35.0000000000	111.0000000000	0.9918000000	3.3200000000	0.5900000000	11.2000000000	7	25
white	6.1000000000	0.3200000000	0.2400000000	1.5000000000	0.0360000000	38.0000000000	124.0000000000	0.9898000000	3.2900000000	0.4200000000	12.4000000000	7	26
white	6.3000000000	0.2200000000	0.4300000000	4.5500000000	0.0380000000	31.0000000000	130.0000000000	0.9918000000	3.3500000000	0.3300000000	11.5000000000	7	27
white	6.7000000000	0.4600000000	0.1800000000	2.4000000000	0.0340000000	25.0000000000	98.0000000000	0.9896000000	3.0800000000	0.4400000000	12.6000000000	7	28
white	6.3000000000	0.3500000000	0.3000000000	5.7000000000	0.0350000000	8.0000000000	97.0000000000	0.9927000000	3.2700000000	0.4100000000	11.0000000000	7	29
white	5.2000000000	0.3000000000	0.3400000000	1.5000000000	0.0380000000	18.0000000000	96.0000000000	0.9894200000	3.5600000000	0.4800000000	13.0000000000	8	1
white	6.4000000000	0.3200000000	0.2500000000	5.0000000000	0.0550000000	28.0000000000	138.0000000000	0.9917100000	3.2700000000	0.5000000000	12.4000000000	8	2
white	4.4000000000	0.3200000000	0.3900000000	4.3000000000	0.0300000000	31.0000000000	127.0000000000	0.9890400000	3.4600000000	0.3600000000	12.8000000000	8	3
white	3.9000000000	0.2250000000	0.4000000000	4.2000000000	0.0300000000	29.0000000000	118.0000000000	0.9890000000	3.5700000000	0.3600000000	12.8000000000	8	4
white	5.8000000000	0.2800000000	0.3400000000	2.2000000000	0.0370000000	24.0000000000	125.0000000000	0.9898600000	3.3600000000	0.3300000000	12.8000000000	8	5
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	6
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	7
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	8
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	9
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	10
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	11
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	12
white	6.8000000000	0.2400000000	0.2900000000	2.0000000000	0.0440000000	15.0000000000	96.0000000000	0.9923200000	3.2300000000	0.6400000000	10.4000000000	8	13
white	7.3000000000	0.1900000000	0.2700000000	13.9000000000	0.0570000000	45.0000000000	155.0000000000	0.9980700000	2.9400000000	0.4100000000	8.8000000000	8	14
white	5.4000000000	0.4600000000	0.1500000000	2.1000000000	0.0260000000	29.0000000000	130.0000000000	0.9895300000	3.3900000000	0.7700000000	13.4000000000	8	15
white	5.4000000000	0.4600000000	0.1500000000	2.1000000000	0.0260000000	29.0000000000	130.0000000000	0.9895300000	3.3900000000	0.7700000000	13.4000000000	8	16
white	6.9000000000	0.2200000000	0.2800000000	7.8000000000	0.0500000000	43.0000000000	116.0000000000	0.9932600000	3.2200000000	0.6000000000	11.5000000000	8	17
white	6.6000000000	0.5000000000	0.2600000000	11.3000000000	0.0290000000	32.0000000000	110.0000000000	0.9930200000	3.2700000000	0.7800000000	12.9000000000	8	18
white	6.5000000000	0.4300000000	0.3100000000	3.6000000000	0.0460000000	19.0000000000	143.0000000000	0.9902200000	3.1500000000	0.3400000000	12.0000000000	8	19
white	6.5000000000	0.3300000000	0.2400000000	14.5000000000	0.0480000000	20.0000000000	96.0000000000	0.9945600000	3.0600000000	0.3000000000	11.5000000000	8	20
white	6.3000000000	0.1700000000	0.3200000000	1.0000000000	0.0400000000	39.0000000000	118.0000000000	0.9888600000	3.3100000000	0.4000000000	13.1000000000	8	21
white	7.1000000000	0.4500000000	0.2400000000	2.7000000000	0.0400000000	24.0000000000	87.0000000000	0.9886200000	2.9400000000	0.3800000000	13.4000000000	8	22
white	6.2000000000	0.3700000000	0.2400000000	6.1000000000	0.0320000000	19.0000000000	86.0000000000	0.9893400000	3.0400000000	0.2600000000	13.4000000000	8	23
white	5.4000000000	0.4500000000	0.2700000000	6.4000000000	0.0330000000	20.0000000000	102.0000000000	0.9894400000	3.2200000000	0.2700000000	13.4000000000	8	24
white	6.7000000000	0.2800000000	0.3100000000	7.4000000000	0.0410000000	7.0000000000	81.0000000000	0.9925400000	3.0400000000	0.4700000000	11.4000000000	8	25
white	6.5000000000	0.3000000000	0.2700000000	4.0000000000	0.0380000000	37.0000000000	97.0000000000	0.9902600000	3.2000000000	0.6000000000	12.6000000000	8	26
white	6.2000000000	0.3700000000	0.2400000000	6.1000000000	0.0320000000	19.0000000000	86.0000000000	0.9893400000	3.0400000000	0.2600000000	13.4000000000	8	27
white	6.5000000000	0.3000000000	0.2700000000	4.0000000000	0.0380000000	37.0000000000	97.0000000000	0.9902600000	3.2000000000	0.6000000000	12.6000000000	8	28
white	6.7000000000	0.2400000000	0.3000000000	3.8500000000	0.0420000000	105.0000000000	179.0000000000	0.9918900000	3.0400000000	0.5900000000	11.3000000000	8	29
white	9.1000000000	0.2700000000	0.4500000000	10.6000000000	0.0350000000	28.0000000000	124.0000000000	0.9970000000	3.2000000000	0.4600000000	10.4000000000	9	1
white	7.4000000000	0.2400000000	0.3600000000	2.0000000000	0.0310000000	27.0000000000	139.0000000000	0.9905500000	3.2800000000	0.4800000000	12.5000000000	9	2
white	6.6000000000	0.3600000000	0.2900000000	1.6000000000	0.0210000000	24.0000000000	85.0000000000	0.9896500000	3.4100000000	0.6100000000	12.4000000000	9	3
white	6.9000000000	0.3600000000	0.3400000000	4.2000000000	0.0180000000	57.0000000000	119.0000000000	0.9898000000	3.2800000000	0.3600000000	12.7000000000	9	4
white	7.1000000000	0.2600000000	0.4900000000	2.2000000000	0.0320000000	31.0000000000	113.0000000000	0.9903000000	3.3700000000	0.4200000000	12.9000000000	9	5
